processed_filename,FARFAR_filename,Library_filename,filename,score
ens-621.pdb,S_383_000076.pdb,ens-621.pdb,S_383_000076.pdb,-25.337
ens-1736.pdb,S_390_000097.pdb,ens-1736.pdb,S_390_000097.pdb,-24.261
ens-6230.pdb,S_034_000118.pdb,ens-6230.pdb,S_034_000118.pdb,-28.948
ens-9679.pdb,S_115_000043.pdb,ens-9679.pdb,S_115_000043.pdb,-23.158
ens-9998.pdb,S_382_000064.pdb,ens-9998.pdb,S_382_000064.pdb,-25.935
ens-2899.pdb,S_299_000017.pdb,ens-2899.pdb,S_299_000017.pdb,-29.861
ens-5817.pdb,S_139_000106.pdb,ens-5817.pdb,S_139_000106.pdb,-18.097
ens-2348.pdb,S_037_000056.pdb,ens-2348.pdb,S_037_000056.pdb,-28.168
ens-9941.pdb,S_062_000101.pdb,ens-9941.pdb,S_062_000101.pdb,-28.696
ens-5524.pdb,S_056_000023.pdb,ens-5524.pdb,S_056_000023.pdb,-16.801
ens-241.pdb,S_154_000002.pdb,ens-241.pdb,S_154_000002.pdb,-25.494
ens-5211.pdb,S_048_000071.pdb,ens-5211.pdb,S_048_000071.pdb,-28.838
ens-1727.pdb,S_287_000111.pdb,ens-1727.pdb,S_287_000111.pdb,-20.666
ens-2200.pdb,S_226_000116.pdb,ens-2200.pdb,S_226_000116.pdb,-32.809
ens-4304.pdb,S_154_000116.pdb,ens-4304.pdb,S_154_000116.pdb,-35.309
ens-7442.pdb,S_329_000063.pdb,ens-7442.pdb,S_329_000063.pdb,-28.106
ens-6740.pdb,S_259_000008.pdb,ens-6740.pdb,S_259_000008.pdb,-24.531
ens-6015.pdb,S_339_000066.pdb,ens-6015.pdb,S_339_000066.pdb,-27.731
ens-3130.pdb,S_081_000036.pdb,ens-3130.pdb,S_081_000036.pdb,-24.77
ens-9095.pdb,S_331_000104.pdb,ens-9095.pdb,S_331_000104.pdb,-12.239
ens-5285.pdb,S_053_000030.pdb,ens-5285.pdb,S_053_000030.pdb,-23.725
ens-2901.pdb,S_125_000009.pdb,ens-2901.pdb,S_125_000009.pdb,-25.502
ens-5931.pdb,S_029_000007.pdb,ens-5931.pdb,S_029_000007.pdb,-31.487
ens-4686.pdb,S_168_000057.pdb,ens-4686.pdb,S_168_000057.pdb,-33.369
ens-7178.pdb,S_062_000103.pdb,ens-7178.pdb,S_062_000103.pdb,-28.883
ens-646.pdb,S_112_000091.pdb,ens-646.pdb,S_112_000091.pdb,-27.78
ens-9366.pdb,S_025_000115.pdb,ens-9366.pdb,S_025_000115.pdb,-22.53
ens-6780.pdb,S_356_000046.pdb,ens-6780.pdb,S_356_000046.pdb,-35.607
ens-5847.pdb,S_307_000011.pdb,ens-5847.pdb,S_307_000011.pdb,-21.726
ens-8389.pdb,S_082_000035.pdb,ens-8389.pdb,S_082_000035.pdb,-18.206
ens-413.pdb,S_170_000067.pdb,ens-413.pdb,S_170_000067.pdb,-14.383
ens-7430.pdb,S_353_000115.pdb,ens-7430.pdb,S_353_000115.pdb,-10.591
ens-6308.pdb,S_132_000036.pdb,ens-6308.pdb,S_132_000036.pdb,-20.953
ens-8140.pdb,S_147_000081.pdb,ens-8140.pdb,S_147_000081.pdb,-18.063
ens-1768.pdb,S_393_000004.pdb,ens-1768.pdb,S_393_000004.pdb,-23.65
ens-7656.pdb,S_028_000112.pdb,ens-7656.pdb,S_028_000112.pdb,-26.647
ens-7139.pdb,S_346_000003.pdb,ens-7139.pdb,S_346_000003.pdb,-20.698
ens-9102.pdb,S_106_000058.pdb,ens-9102.pdb,S_106_000058.pdb,-27.019
ens-579.pdb,S_084_000017.pdb,ens-579.pdb,S_084_000017.pdb,-39.315
ens-8401.pdb,S_003_000011.pdb,ens-8401.pdb,S_003_000011.pdb,-27.003
ens-1628.pdb,S_032_000114.pdb,ens-1628.pdb,S_032_000114.pdb,-18.953
ens-5560.pdb,S_192_000078.pdb,ens-5560.pdb,S_192_000078.pdb,-31.654
ens-7882.pdb,S_019_000063.pdb,ens-7882.pdb,S_019_000063.pdb,-2.153
ens-4041.pdb,S_037_000029.pdb,ens-4041.pdb,S_037_000029.pdb,-27.488
ens-3369.pdb,S_357_000122.pdb,ens-3369.pdb,S_357_000122.pdb,-26.788
ens-6427.pdb,S_025_000104.pdb,ens-6427.pdb,S_025_000104.pdb,-32.158
ens-552.pdb,S_075_000086.pdb,ens-552.pdb,S_075_000086.pdb,-22.491
ens-1125.pdb,S_282_000073.pdb,ens-1125.pdb,S_282_000073.pdb,-26.387
ens-5118.pdb,S_304_000082.pdb,ens-5118.pdb,S_304_000082.pdb,-18.827
ens-148.pdb,S_210_000103.pdb,ens-148.pdb,S_210_000103.pdb,-29.633
ens-8359.pdb,S_240_000029.pdb,ens-8359.pdb,S_240_000029.pdb,-30.18
ens-4086.pdb,S_201_000072.pdb,ens-4086.pdb,S_201_000072.pdb,-9.9
ens-8503.pdb,S_039_000035.pdb,ens-8503.pdb,S_039_000035.pdb,-27.246
ens-8350.pdb,S_257_000062.pdb,ens-8350.pdb,S_257_000062.pdb,-14.882
ens-6671.pdb,S_212_000035.pdb,ens-6671.pdb,S_212_000035.pdb,-33.805
ens-6913.pdb,S_028_000062.pdb,ens-6913.pdb,S_028_000062.pdb,-34.395
ens-5508.pdb,S_167_000048.pdb,ens-5508.pdb,S_167_000048.pdb,-31.956
ens-2015.pdb,S_369_000096.pdb,ens-2015.pdb,S_369_000096.pdb,-25.933
ens-9534.pdb,S_280_000040.pdb,ens-9534.pdb,S_280_000040.pdb,-32.555
ens-9551.pdb,S_053_000011.pdb,ens-9551.pdb,S_053_000011.pdb,-20.746
ens-4148.pdb,S_025_000116.pdb,ens-4148.pdb,S_025_000116.pdb,-31.067
ens-3480.pdb,S_114_000039.pdb,ens-3480.pdb,S_114_000039.pdb,-9.065
ens-8511.pdb,S_351_000106.pdb,ens-8511.pdb,S_351_000106.pdb,-20.893
ens-240.pdb,S_252_000064.pdb,ens-240.pdb,S_252_000064.pdb,-27.557
ens-1272.pdb,S_221_000008.pdb,ens-1272.pdb,S_221_000008.pdb,-15.459
ens-5805.pdb,S_029_000055.pdb,ens-5805.pdb,S_029_000055.pdb,-7.111
ens-902.pdb,S_390_000069.pdb,ens-902.pdb,S_390_000069.pdb,-13.583
ens-8373.pdb,S_074_000072.pdb,ens-8373.pdb,S_074_000072.pdb,-31.53
ens-9540.pdb,S_385_000056.pdb,ens-9540.pdb,S_385_000056.pdb,-25.69
ens-7236.pdb,S_341_000106.pdb,ens-7236.pdb,S_341_000106.pdb,-30.439
ens-7741.pdb,S_205_000003.pdb,ens-7741.pdb,S_205_000003.pdb,-25.672
ens-3060.pdb,S_301_000021.pdb,ens-3060.pdb,S_301_000021.pdb,-28.506
ens-2668.pdb,S_139_000093.pdb,ens-2668.pdb,S_139_000093.pdb,-29.748
ens-9390.pdb,S_206_000095.pdb,ens-9390.pdb,S_206_000095.pdb,-23.41
ens-7373.pdb,S_065_000048.pdb,ens-7373.pdb,S_065_000048.pdb,-16.791
ens-7414.pdb,S_006_000054.pdb,ens-7414.pdb,S_006_000054.pdb,-22.822
ens-810.pdb,S_325_000094.pdb,ens-810.pdb,S_325_000094.pdb,-19.063
ens-4219.pdb,S_219_000042.pdb,ens-4219.pdb,S_219_000042.pdb,-14.239
ens-3403.pdb,S_210_000058.pdb,ens-3403.pdb,S_210_000058.pdb,-19.664
ens-4333.pdb,S_392_000065.pdb,ens-4333.pdb,S_392_000065.pdb,-34.877
ens-1747.pdb,S_324_000012.pdb,ens-1747.pdb,S_324_000012.pdb,-2.751
ens-5210.pdb,S_085_000095.pdb,ens-5210.pdb,S_085_000095.pdb,-23.569
ens-2528.pdb,S_348_000033.pdb,ens-2528.pdb,S_348_000033.pdb,-25.811
ens-6701.pdb,S_213_000114.pdb,ens-6701.pdb,S_213_000114.pdb,-21.496
ens-1342.pdb,S_169_000077.pdb,ens-1342.pdb,S_169_000077.pdb,-17.05
ens-1671.pdb,S_252_000106.pdb,ens-1671.pdb,S_252_000106.pdb,-23.57
ens-7793.pdb,S_166_000100.pdb,ens-7793.pdb,S_166_000100.pdb,-33.693
ens-8127.pdb,S_372_000122.pdb,ens-8127.pdb,S_372_000122.pdb,-4.598
ens-5659.pdb,S_302_000098.pdb,ens-5659.pdb,S_302_000098.pdb,-31.726
ens-6894.pdb,S_026_000097.pdb,ens-6894.pdb,S_026_000097.pdb,-22.394
ens-9681.pdb,S_348_000039.pdb,ens-9681.pdb,S_348_000039.pdb,-19.203
ens-8908.pdb,S_355_000005.pdb,ens-8908.pdb,S_355_000005.pdb,-20.298
ens-7981.pdb,S_041_000109.pdb,ens-7981.pdb,S_041_000109.pdb,-21.334
ens-2301.pdb,S_083_000121.pdb,ens-2301.pdb,S_083_000121.pdb,-4.138
ens-484.pdb,S_102_000017.pdb,ens-484.pdb,S_102_000017.pdb,-2.808
ens-7968.pdb,S_364_000012.pdb,ens-7968.pdb,S_364_000012.pdb,-25.991
ens-4217.pdb,S_053_000083.pdb,ens-4217.pdb,S_053_000083.pdb,-33.849
ens-6171.pdb,S_118_000012.pdb,ens-6171.pdb,S_118_000012.pdb,-20.775
ens-5295.pdb,S_394_000109.pdb,ens-5295.pdb,S_394_000109.pdb,-16.182
ens-611.pdb,S_043_000045.pdb,ens-611.pdb,S_043_000045.pdb,-20.827
ens-7716.pdb,S_009_000027.pdb,ens-7716.pdb,S_009_000027.pdb,-31.595
ens-6703.pdb,S_202_000081.pdb,ens-6703.pdb,S_202_000081.pdb,-34.264
ens-1783.pdb,S_109_000068.pdb,ens-1783.pdb,S_109_000068.pdb,-30.683
ens-3096.pdb,S_018_000118.pdb,ens-3096.pdb,S_018_000118.pdb,-9.08
ens-1517.pdb,S_153_000098.pdb,ens-1517.pdb,S_153_000098.pdb,-21.452
ens-94.pdb,S_025_000075.pdb,ens-94.pdb,S_025_000075.pdb,-22.93
ens-5481.pdb,S_399_000118.pdb,ens-5481.pdb,S_399_000118.pdb,-24.098
ens-9637.pdb,S_353_000083.pdb,ens-9637.pdb,S_353_000083.pdb,-32.187
ens-1662.pdb,S_302_000029.pdb,ens-1662.pdb,S_302_000029.pdb,-11.264
ens-3261.pdb,S_259_000112.pdb,ens-3261.pdb,S_259_000112.pdb,-16.209
ens-6582.pdb,S_111_000004.pdb,ens-6582.pdb,S_111_000004.pdb,-19.132
ens-4771.pdb,S_300_000041.pdb,ens-4771.pdb,S_300_000041.pdb,-9.716
ens-2253.pdb,S_308_000104.pdb,ens-2253.pdb,S_308_000104.pdb,-24.283
ens-723.pdb,S_359_000028.pdb,ens-723.pdb,S_359_000028.pdb,-30.01
ens-3015.pdb,S_166_000075.pdb,ens-3015.pdb,S_166_000075.pdb,-6.829
ens-8278.pdb,S_297_000012.pdb,ens-8278.pdb,S_297_000012.pdb,-21.046
ens-3730.pdb,S_324_000112.pdb,ens-3730.pdb,S_324_000112.pdb,-27.105
ens-6661.pdb,S_278_000013.pdb,ens-6661.pdb,S_278_000013.pdb,-16.937
ens-5100.pdb,S_395_000033.pdb,ens-5100.pdb,S_395_000033.pdb,-26.753
ens-954.pdb,S_043_000102.pdb,ens-954.pdb,S_043_000102.pdb,-31.708
ens-2213.pdb,S_166_000059.pdb,ens-2213.pdb,S_166_000059.pdb,-19.141
ens-9449.pdb,S_104_000104.pdb,ens-9449.pdb,S_104_000104.pdb,-13.985
ens-8005.pdb,S_025_000062.pdb,ens-8005.pdb,S_025_000062.pdb,-4.145
ens-8726.pdb,S_221_000095.pdb,ens-8726.pdb,S_221_000095.pdb,-18.881
ens-2339.pdb,S_229_000020.pdb,ens-2339.pdb,S_229_000020.pdb,-33.818
ens-8028.pdb,S_292_000096.pdb,ens-8028.pdb,S_292_000096.pdb,-18.068
ens-3329.pdb,S_245_000110.pdb,ens-3329.pdb,S_245_000110.pdb,-0.42
ens-4146.pdb,S_178_000107.pdb,ens-4146.pdb,S_178_000107.pdb,-4.681
ens-9526.pdb,S_213_000062.pdb,ens-9526.pdb,S_213_000062.pdb,-33.378
ens-8489.pdb,S_210_000069.pdb,ens-8489.pdb,S_210_000069.pdb,-36.673
ens-4126.pdb,S_090_000076.pdb,ens-4126.pdb,S_090_000076.pdb,-25.923
ens-5301.pdb,S_009_000009.pdb,ens-5301.pdb,S_009_000009.pdb,-28.671
ens-1275.pdb,S_167_000011.pdb,ens-1275.pdb,S_167_000011.pdb,-24.998
ens-898.pdb,S_330_000119.pdb,ens-898.pdb,S_330_000119.pdb,-27.998
ens-2473.pdb,S_289_000119.pdb,ens-2473.pdb,S_289_000119.pdb,-25.647
ens-8327.pdb,S_213_000121.pdb,ens-8327.pdb,S_213_000121.pdb,-30.362
ens-8166.pdb,S_322_000057.pdb,ens-8166.pdb,S_322_000057.pdb,-22.859
ens-5022.pdb,S_307_000100.pdb,ens-5022.pdb,S_307_000100.pdb,-30.315
ens-8635.pdb,S_109_000003.pdb,ens-8635.pdb,S_109_000003.pdb,-23.293
ens-2677.pdb,S_073_000033.pdb,ens-2677.pdb,S_073_000033.pdb,-30.859
ens-9521.pdb,S_244_000058.pdb,ens-9521.pdb,S_244_000058.pdb,-26.856
ens-800.pdb,S_365_000039.pdb,ens-800.pdb,S_365_000039.pdb,-22.418
ens-791.pdb,S_267_000012.pdb,ens-791.pdb,S_267_000012.pdb,-28.02
ens-3357.pdb,S_307_000084.pdb,ens-3357.pdb,S_307_000084.pdb,-33.198
ens-157.pdb,S_278_000039.pdb,ens-157.pdb,S_278_000039.pdb,-20.046
ens-8538.pdb,S_113_000109.pdb,ens-8538.pdb,S_113_000109.pdb,-30.276
ens-889.pdb,S_242_000064.pdb,ens-889.pdb,S_242_000064.pdb,-23.752
ens-1157.pdb,S_376_000028.pdb,ens-1157.pdb,S_376_000028.pdb,-24.766
ens-9797.pdb,S_115_000114.pdb,ens-9797.pdb,S_115_000114.pdb,-16.271
ens-3228.pdb,S_342_000106.pdb,ens-3228.pdb,S_342_000106.pdb,-22.18
ens-8437.pdb,S_389_000060.pdb,ens-8437.pdb,S_389_000060.pdb,-27.757
ens-8948.pdb,S_066_000097.pdb,ens-8948.pdb,S_066_000097.pdb,-0.747
ens-19.pdb,S_065_000049.pdb,ens-19.pdb,S_065_000049.pdb,-23.704
ens-1677.pdb,S_375_000065.pdb,ens-1677.pdb,S_375_000065.pdb,-32.079
ens-5298.pdb,S_152_000065.pdb,ens-5298.pdb,S_152_000065.pdb,-34.31
ens-6214.pdb,S_140_000079.pdb,ens-6214.pdb,S_140_000079.pdb,-20.199
ens-8049.pdb,S_095_000031.pdb,ens-8049.pdb,S_095_000031.pdb,-32.547
ens-2.pdb,S_385_000046.pdb,ens-2.pdb,S_385_000046.pdb,-33.677
ens-8836.pdb,S_046_000068.pdb,ens-8836.pdb,S_046_000068.pdb,-27.861
ens-8885.pdb,S_373_000042.pdb,ens-8885.pdb,S_373_000042.pdb,-22.77
ens-4596.pdb,S_371_000012.pdb,ens-4596.pdb,S_371_000012.pdb,-28.05
ens-2579.pdb,S_373_000023.pdb,ens-2579.pdb,S_373_000023.pdb,-19.007
ens-5175.pdb,S_378_000079.pdb,ens-5175.pdb,S_378_000079.pdb,-6.366
ens-8808.pdb,S_090_000114.pdb,ens-8808.pdb,S_090_000114.pdb,-10.673
ens-4120.pdb,S_176_000022.pdb,ens-4120.pdb,S_176_000022.pdb,-28.262
ens-3400.pdb,S_105_000038.pdb,ens-3400.pdb,S_105_000038.pdb,-27.519
ens-2184.pdb,S_268_000093.pdb,ens-2184.pdb,S_268_000093.pdb,-34.073
ens-8911.pdb,S_301_000020.pdb,ens-8911.pdb,S_301_000020.pdb,-24.033
ens-4655.pdb,S_003_000030.pdb,ens-4655.pdb,S_003_000030.pdb,-17.56
ens-3181.pdb,S_174_000007.pdb,ens-3181.pdb,S_174_000007.pdb,-11.981
ens-8697.pdb,S_221_000093.pdb,ens-8697.pdb,S_221_000093.pdb,-11.476
ens-3523.pdb,S_202_000085.pdb,ens-3523.pdb,S_202_000085.pdb,-19.694
ens-9750.pdb,S_054_000114.pdb,ens-9750.pdb,S_054_000114.pdb,-10.422
ens-2819.pdb,S_137_000099.pdb,ens-2819.pdb,S_137_000099.pdb,-1.856
ens-4856.pdb,S_079_000107.pdb,ens-4856.pdb,S_079_000107.pdb,-0.234
ens-2079.pdb,S_379_000117.pdb,ens-2079.pdb,S_379_000117.pdb,-23.903
ens-4237.pdb,S_185_000044.pdb,ens-4237.pdb,S_185_000044.pdb,-10.962
ens-5713.pdb,S_379_000028.pdb,ens-5713.pdb,S_379_000028.pdb,-27.837
ens-3766.pdb,S_216_000089.pdb,ens-3766.pdb,S_216_000089.pdb,-22.941
ens-1936.pdb,S_073_000098.pdb,ens-1936.pdb,S_073_000098.pdb,-30.066
ens-517.pdb,S_146_000065.pdb,ens-517.pdb,S_146_000065.pdb,-18.474
ens-6836.pdb,S_325_000121.pdb,ens-6836.pdb,S_325_000121.pdb,-25.078
ens-2290.pdb,S_060_000046.pdb,ens-2290.pdb,S_060_000046.pdb,-33.71
ens-4344.pdb,S_170_000029.pdb,ens-4344.pdb,S_170_000029.pdb,-15.36
ens-9345.pdb,S_306_000028.pdb,ens-9345.pdb,S_306_000028.pdb,-32.939
ens-1174.pdb,S_334_000102.pdb,ens-1174.pdb,S_334_000102.pdb,-24.227
ens-3460.pdb,S_076_000120.pdb,ens-3460.pdb,S_076_000120.pdb,-20.054
ens-2054.pdb,S_025_000099.pdb,ens-2054.pdb,S_025_000099.pdb,-26.344
ens-2272.pdb,S_008_000120.pdb,ens-2272.pdb,S_008_000120.pdb,-25.644
ens-8249.pdb,S_098_000107.pdb,ens-8249.pdb,S_098_000107.pdb,-37.533
ens-6586.pdb,S_395_000001.pdb,ens-6586.pdb,S_395_000001.pdb,-25.635
ens-980.pdb,S_386_000058.pdb,ens-980.pdb,S_386_000058.pdb,-33.093
ens-4183.pdb,S_264_000092.pdb,ens-4183.pdb,S_264_000092.pdb,-17.127
ens-9582.pdb,S_175_000006.pdb,ens-9582.pdb,S_175_000006.pdb,-25.616
ens-2291.pdb,S_332_000039.pdb,ens-2291.pdb,S_332_000039.pdb,-35.008
ens-5563.pdb,S_125_000065.pdb,ens-5563.pdb,S_125_000065.pdb,-22.198
ens-4688.pdb,S_266_000124.pdb,ens-4688.pdb,S_266_000124.pdb,-27.538
ens-8449.pdb,S_128_000049.pdb,ens-8449.pdb,S_128_000049.pdb,-26.442
ens-7611.pdb,S_321_000077.pdb,ens-7611.pdb,S_321_000077.pdb,-23.502
ens-2018.pdb,S_032_000026.pdb,ens-2018.pdb,S_032_000026.pdb,-16.228
ens-4403.pdb,S_310_000022.pdb,ens-4403.pdb,S_310_000022.pdb,-20.89
ens-1725.pdb,S_011_000124.pdb,ens-1725.pdb,S_011_000124.pdb,-21.523
ens-6100.pdb,S_188_000076.pdb,ens-6100.pdb,S_188_000076.pdb,-24.335
ens-1518.pdb,S_257_000059.pdb,ens-1518.pdb,S_257_000059.pdb,-25.648
ens-1207.pdb,S_332_000025.pdb,ens-1207.pdb,S_332_000025.pdb,-26.521
ens-3305.pdb,S_323_000105.pdb,ens-3305.pdb,S_323_000105.pdb,-18.563
ens-9803.pdb,S_158_000115.pdb,ens-9803.pdb,S_158_000115.pdb,-33.279
ens-2947.pdb,S_232_000091.pdb,ens-2947.pdb,S_232_000091.pdb,-20.124
ens-4226.pdb,S_102_000103.pdb,ens-4226.pdb,S_102_000103.pdb,-31.032
ens-322.pdb,S_362_000117.pdb,ens-322.pdb,S_362_000117.pdb,-10.916
ens-5896.pdb,S_350_000009.pdb,ens-5896.pdb,S_350_000009.pdb,-17.618
ens-2418.pdb,S_259_000057.pdb,ens-2418.pdb,S_259_000057.pdb,-27.496
ens-2611.pdb,S_283_000043.pdb,ens-2611.pdb,S_283_000043.pdb,-21.37
ens-3314.pdb,S_180_000041.pdb,ens-3314.pdb,S_180_000041.pdb,-23.699
ens-5354.pdb,S_319_000052.pdb,ens-5354.pdb,S_319_000052.pdb,-21.181
ens-2216.pdb,S_130_000099.pdb,ens-2216.pdb,S_130_000099.pdb,-24.631
ens-1266.pdb,S_188_000123.pdb,ens-1266.pdb,S_188_000123.pdb,-5.84
ens-5504.pdb,S_192_000119.pdb,ens-5504.pdb,S_192_000119.pdb,-32.402
ens-2601.pdb,S_132_000008.pdb,ens-2601.pdb,S_132_000008.pdb,-26.353
ens-9899.pdb,S_335_000089.pdb,ens-9899.pdb,S_335_000089.pdb,-26.947
ens-2772.pdb,S_237_000066.pdb,ens-2772.pdb,S_237_000066.pdb,-15.271
ens-6363.pdb,S_031_000008.pdb,ens-6363.pdb,S_031_000008.pdb,-25.524
ens-764.pdb,S_081_000082.pdb,ens-764.pdb,S_081_000082.pdb,-21.243
ens-8945.pdb,S_266_000058.pdb,ens-8945.pdb,S_266_000058.pdb,-14.452
ens-7295.pdb,S_267_000096.pdb,ens-7295.pdb,S_267_000096.pdb,-25.276
ens-9059.pdb,S_310_000118.pdb,ens-9059.pdb,S_310_000118.pdb,-22.158
ens-8467.pdb,S_247_000020.pdb,ens-8467.pdb,S_247_000020.pdb,-19.808
ens-5311.pdb,S_022_000109.pdb,ens-5311.pdb,S_022_000109.pdb,-34.526
ens-8606.pdb,S_173_000009.pdb,ens-8606.pdb,S_173_000009.pdb,-23.788
ens-6176.pdb,S_151_000105.pdb,ens-6176.pdb,S_151_000105.pdb,-19.214
ens-242.pdb,S_167_000033.pdb,ens-242.pdb,S_167_000033.pdb,-24.658
ens-8146.pdb,S_272_000090.pdb,ens-8146.pdb,S_272_000090.pdb,-23.647
ens-8735.pdb,S_083_000005.pdb,ens-8735.pdb,S_083_000005.pdb,-23.433
ens-9142.pdb,S_132_000032.pdb,ens-9142.pdb,S_132_000032.pdb,-22.649
ens-189.pdb,S_007_000072.pdb,ens-189.pdb,S_007_000072.pdb,-30.958
ens-5342.pdb,S_081_000064.pdb,ens-5342.pdb,S_081_000064.pdb,-30.568
ens-4411.pdb,S_164_000100.pdb,ens-4411.pdb,S_164_000100.pdb,-36.818
ens-6366.pdb,S_296_000074.pdb,ens-6366.pdb,S_296_000074.pdb,-30.561
ens-6742.pdb,S_383_000040.pdb,ens-6742.pdb,S_383_000040.pdb,-0.992
ens-6698.pdb,S_289_000019.pdb,ens-6698.pdb,S_289_000019.pdb,-29.844
ens-351.pdb,S_363_000090.pdb,ens-351.pdb,S_363_000090.pdb,-18.857
ens-8520.pdb,S_315_000018.pdb,ens-8520.pdb,S_315_000018.pdb,-15.034
ens-6739.pdb,S_389_000113.pdb,ens-6739.pdb,S_389_000113.pdb,-29.036
ens-7990.pdb,S_262_000083.pdb,ens-7990.pdb,S_262_000083.pdb,-23.544
ens-8872.pdb,S_262_000006.pdb,ens-8872.pdb,S_262_000006.pdb,-17.657
ens-9092.pdb,S_139_000040.pdb,ens-9092.pdb,S_139_000040.pdb,-15.363
ens-5552.pdb,S_076_000061.pdb,ens-5552.pdb,S_076_000061.pdb,-11.802
ens-446.pdb,S_392_000030.pdb,ens-446.pdb,S_392_000030.pdb,-23.231
ens-8271.pdb,S_357_000117.pdb,ens-8271.pdb,S_357_000117.pdb,-26.896
ens-5695.pdb,S_249_000015.pdb,ens-5695.pdb,S_249_000015.pdb,-37.101
ens-3818.pdb,S_134_000044.pdb,ens-3818.pdb,S_134_000044.pdb,-25.766
ens-7159.pdb,S_142_000053.pdb,ens-7159.pdb,S_142_000053.pdb,-14.63
ens-5039.pdb,S_015_000015.pdb,ens-5039.pdb,S_015_000015.pdb,-28.676
ens-9804.pdb,S_148_000057.pdb,ens-9804.pdb,S_148_000057.pdb,-12.005
ens-7055.pdb,S_065_000022.pdb,ens-7055.pdb,S_065_000022.pdb,-27.526
ens-6827.pdb,S_018_000073.pdb,ens-6827.pdb,S_018_000073.pdb,-9.838
ens-6610.pdb,S_218_000121.pdb,ens-6610.pdb,S_218_000121.pdb,-32.387
ens-3465.pdb,S_055_000123.pdb,ens-3465.pdb,S_055_000123.pdb,-32.985
ens-8161.pdb,S_207_000112.pdb,ens-8161.pdb,S_207_000112.pdb,-22.985
ens-253.pdb,S_202_000098.pdb,ens-253.pdb,S_202_000098.pdb,-31.26
ens-1476.pdb,S_035_000019.pdb,ens-1476.pdb,S_035_000019.pdb,-13.401
ens-7436.pdb,S_050_000068.pdb,ens-7436.pdb,S_050_000068.pdb,-8.481
ens-3058.pdb,S_195_000125.pdb,ens-3058.pdb,S_195_000125.pdb,-2.067
ens-8478.pdb,S_215_000106.pdb,ens-8478.pdb,S_215_000106.pdb,-15.695
ens-2177.pdb,S_227_000092.pdb,ens-2177.pdb,S_227_000092.pdb,-17.607
ens-5368.pdb,S_043_000023.pdb,ens-5368.pdb,S_043_000023.pdb,-37.946
ens-8725.pdb,S_395_000084.pdb,ens-8725.pdb,S_395_000084.pdb,-20.276
ens-9915.pdb,S_152_000124.pdb,ens-9915.pdb,S_152_000124.pdb,-34.401
ens-8727.pdb,S_314_000006.pdb,ens-8727.pdb,S_314_000006.pdb,-26.484
ens-4460.pdb,S_025_000066.pdb,ens-4460.pdb,S_025_000066.pdb,-16.475
ens-3446.pdb,S_315_000061.pdb,ens-3446.pdb,S_315_000061.pdb,-15.347
ens-4438.pdb,S_291_000121.pdb,ens-4438.pdb,S_291_000121.pdb,-25.476
ens-8558.pdb,S_101_000055.pdb,ens-8558.pdb,S_101_000055.pdb,-29.386
ens-9822.pdb,S_327_000036.pdb,ens-9822.pdb,S_327_000036.pdb,-21.4
ens-8041.pdb,S_200_000045.pdb,ens-8041.pdb,S_200_000045.pdb,-29.969
ens-227.pdb,S_132_000043.pdb,ens-227.pdb,S_132_000043.pdb,-16.033
ens-7313.pdb,S_202_000079.pdb,ens-7313.pdb,S_202_000079.pdb,-0.034
ens-640.pdb,S_400_000071.pdb,ens-640.pdb,S_400_000071.pdb,-25.896
ens-412.pdb,S_399_000066.pdb,ens-412.pdb,S_399_000066.pdb,-10.475
ens-4230.pdb,S_186_000046.pdb,ens-4230.pdb,S_186_000046.pdb,-16.049
ens-4885.pdb,S_118_000066.pdb,ens-4885.pdb,S_118_000066.pdb,-12.487
ens-7239.pdb,S_019_000110.pdb,ens-7239.pdb,S_019_000110.pdb,-28.971
ens-2323.pdb,S_102_000029.pdb,ens-2323.pdb,S_102_000029.pdb,-18.598
ens-3380.pdb,S_133_000031.pdb,ens-3380.pdb,S_133_000031.pdb,-30.656
ens-749.pdb,S_292_000106.pdb,ens-749.pdb,S_292_000106.pdb,-33.256
ens-5671.pdb,S_053_000029.pdb,ens-5671.pdb,S_053_000029.pdb,-21.011
ens-2538.pdb,S_242_000108.pdb,ens-2538.pdb,S_242_000108.pdb,-20.937
ens-9490.pdb,S_001_000079.pdb,ens-9490.pdb,S_001_000079.pdb,-25.32
ens-6635.pdb,S_256_000106.pdb,ens-6635.pdb,S_256_000106.pdb,-33.934
ens-9286.pdb,S_372_000070.pdb,ens-9286.pdb,S_372_000070.pdb,-16.901
ens-9840.pdb,S_086_000111.pdb,ens-9840.pdb,S_086_000111.pdb,-23.571
ens-4417.pdb,S_090_000048.pdb,ens-4417.pdb,S_090_000048.pdb,-24.713
ens-6473.pdb,S_135_000032.pdb,ens-6473.pdb,S_135_000032.pdb,-23.533
ens-3204.pdb,S_256_000036.pdb,ens-3204.pdb,S_256_000036.pdb,-26.156
ens-6804.pdb,S_207_000092.pdb,ens-6804.pdb,S_207_000092.pdb,-32.303
ens-6794.pdb,S_067_000112.pdb,ens-6794.pdb,S_067_000112.pdb,-0.181
ens-3573.pdb,S_256_000110.pdb,ens-3573.pdb,S_256_000110.pdb,-17.829
ens-5384.pdb,S_349_000100.pdb,ens-5384.pdb,S_349_000100.pdb,-21.642
